"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOC7BUS","197411","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197412","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197413","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197501","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197502","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197503","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197504","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197505","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197506","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197507","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197508","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197509","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197510","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197511","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197512","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197513","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197601","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197602","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197603","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197604","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197605","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197606","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197607","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197608","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197609","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197610","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197611","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197612","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197613","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197701","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197702","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197703","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197704","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197705","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197706","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197707","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197708","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197709","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197710","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197711","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197712","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197713","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197801","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197802","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197803","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197804","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197805","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197806","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197807","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197808","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197809","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197810","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197811","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197812","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197813","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197901","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197902","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197903","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197904","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197905","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197906","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197907","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197908","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197909","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197910","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197911","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197912","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","197913","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198001","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198002","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198003","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198004","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198005","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198006","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198007","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198008","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198009","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198010","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198011","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198012","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198013","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198101","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198102","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198103","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198104","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198105","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198106","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198107","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198108","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198109","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198110","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198111","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198112","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198113","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198201","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198202","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198203","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198204","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198205","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198206","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198207","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198208","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198209","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198210","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198211","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198212","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198213","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198301","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198302","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198303","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198304","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198305","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198306","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198307","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198308","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198309","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198310","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198311","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198312","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198313","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198401","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198402","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198403","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198404","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198405","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198406","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198407","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198408","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198409","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198410","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198411","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198412","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198413","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198501","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198502","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198503","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198504","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198505","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198506","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198507","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198508","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198509","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198510","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198511","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198512","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198513","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198601","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198602","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198603","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198604","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198605","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198606","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198607","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198608","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198609","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198610","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198611","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198612","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198613","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198701","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198702","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198703","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198704","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198705","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198706","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198707","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198708","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198709","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198710","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198711","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198712","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198713","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198801","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198802","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198803","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198804","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198805","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198806","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198807","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198808","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198809","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198810","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198811","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198812","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198813","Not Available","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198901","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198902","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198903","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198904","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198905","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198906","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198907","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198908","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198909","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198910","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198911","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198912","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","198913","0.048","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199001","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199002","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199003","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199004","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199005","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199006","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199007","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199008","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199009","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199010","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199011","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199012","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199013","0.055","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199101","0.003","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199102","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199103","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199104","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199105","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199106","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199107","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199108","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199109","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199110","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199111","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199112","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199113","0.062","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199201","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199202","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199203","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199204","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199205","0.007","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199206","0.007","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199207","0.007","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199208","0.007","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199209","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199210","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199211","0.005","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199212","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199213","0.068","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199301","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199302","0.004","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199303","0.006","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
"SOC7BUS","199304","0.007","3","Small-Scale Solar Energy Consumption for Electricity: Commercial Sector","Trillion Btu"
