"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOT7BUS","202409","25.737","5","Small-Scale Solar Energy Consumption for Electricity: Total","Trillion Btu"
"SOT7BUS","202410","23.073","5","Small-Scale Solar Energy Consumption for Electricity: Total","Trillion Btu"
"SODTBUS","194913","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195013","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195113","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195213","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195313","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195413","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195513","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195613","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195713","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195813","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","195913","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196013","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196113","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196213","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196313","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196413","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196513","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196613","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196713","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196813","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","196913","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197013","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197113","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197213","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197301","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197302","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197303","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197304","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197305","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197306","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197307","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197308","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197309","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197310","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197311","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197312","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197313","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197401","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197402","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197403","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197404","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197405","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197406","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197407","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197408","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197409","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197410","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197411","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197412","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197413","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197501","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197502","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197503","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197504","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197505","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197506","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197507","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197508","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197509","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197510","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197511","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197512","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197513","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197601","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197602","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197603","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197604","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197605","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197606","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197607","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197608","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197609","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197610","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197611","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197612","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197613","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197701","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197702","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197703","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197704","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197705","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197706","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197707","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197708","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197709","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197710","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197711","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197712","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197713","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197801","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197802","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197803","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197804","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197805","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197806","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197807","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197808","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197809","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197810","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197811","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197812","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197813","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197901","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197902","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197903","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197904","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197905","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197906","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197907","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197908","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197909","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197910","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197911","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197912","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","197913","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198001","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198002","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198003","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198004","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198005","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198006","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198007","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198008","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198009","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198010","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198011","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198012","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198013","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198101","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198102","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198103","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198104","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198105","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198106","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198107","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198108","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198109","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198110","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198111","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198112","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198113","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198201","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198202","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198203","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198204","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198205","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198206","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198207","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198208","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198209","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198210","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198211","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198212","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198213","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198301","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198302","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198303","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198304","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198305","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198306","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198307","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198308","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198309","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198310","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198311","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198312","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198313","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198401","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198402","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198403","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198404","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198405","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198406","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198407","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198408","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198409","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198410","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198411","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198412","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198413","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198501","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198502","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198503","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198504","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198505","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198506","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198507","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198508","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198509","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198510","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198511","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198512","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198513","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198601","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198602","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198603","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198604","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198605","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198606","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198607","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198608","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198609","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198610","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198611","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198612","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198613","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198701","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198702","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198703","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198704","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198705","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198706","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198707","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198708","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198709","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198710","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198711","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198712","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198713","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198801","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198802","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198803","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198804","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198805","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198806","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198807","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198808","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198809","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198810","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198811","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198812","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198813","Not Available","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198901","2.798","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198902","3.016","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198903","4.155","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198904","4.579","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198905","5.055","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198906","5.101","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198907","5.355","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198908","5.299","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198909","4.833","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198910","4.405","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198911","3.613","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198912","3.43","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","198913","51.64","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199001","2.964","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199002","3.195","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199003","4.402","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199004","4.852","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199005","5.356","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199006","5.404","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199007","5.673","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199008","5.614","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199009","5.121","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199010","4.667","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199011","3.828","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199012","3.634","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199013","54.709","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199101","3.057","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199102","3.295","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199103","4.54","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199104","5.004","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199105","5.524","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199106","5.574","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199107","5.852","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199108","5.791","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199109","5.282","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199110","4.814","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199111","3.949","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199112","3.748","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199113","56.431","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199201","3.167","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199202","3.414","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199203","4.703","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199204","5.184","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199205","5.723","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199206","5.774","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199207","6.062","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199208","5.999","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199209","5.471","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199210","4.986","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199211","4.09","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199212","3.883","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199213","58.455","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199301","3.256","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199302","3.51","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199303","4.836","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199304","5.33","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199305","5.884","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199306","5.937","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199307","6.233","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199308","6.168","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199309","5.625","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199310","5.127","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199311","4.206","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
"SODTBUS","199312","3.992","6","Small-Scale Solar Energy Consumption: Total","Trillion Btu"
